Meßstelle;Meßdatum;Abstich;GW-Stand ( m NN );UTM_X;UTM_Y;Hoehe_ROK;Gelaendehoehe
RI-047;05.11.2021;1,37;75,32;32607227,77;5792536,74;76,69;75,9
RI-047;06.11.2021;1,30;75,39;32607227,77;5792536,74;76,69;75,9
RI-047;07.11.2021;1,29;75,40;32607227,77;5792536,74;76,69;75,9
RI-047;08.11.2021;1,32;75,37;32607227,77;5792536,74;76,69;75,9
RI-047;09.11.2021;1,33;75,36;32607227,77;5792536,74;76,69;75,9
RI-047;10.11.2021;1,33;75,36;32607227,77;5792536,74;76,69;75,9
RI-047;11.11.2021;1,34;75,35;32607227,77;5792536,74;76,69;75,9
RI-047;12.11.2021;1,34;75,35;32607227,77;5792536,74;76,69;75,9
RI-047;13.11.2021;1,35;75,34;32607227,77;5792536,74;76,69;75,9
RI-047;14.11.2021;1,38;75,31;32607227,77;5792536,74;76,69;75,9
RI-047;15.11.2021;1,39;75,30;32607227,77;5792536,74;76,69;75,9
RI-047;16.11.2021;1,39;75,30;32607227,77;5792536,74;76,69;75,9
RI-047;17.11.2021;1,40;75,29;32607227,77;5792536,74;76,69;75,9
RI-047;18.11.2021;1,42;75,27;32607227,77;5792536,74;76,69;75,9
RI-047;19.11.2021;1,43;75,26;32607227,77;5792536,74;76,69;75,9
RI-047;20.11.2021;1,43;75,26;32607227,77;5792536,74;76,69;75,9
RI-047;21.11.2021;1,43;75,26;32607227,77;5792536,74;76,69;75,9
RI-047;22.11.2021;1,46;75,23;32607227,77;5792536,74;76,69;75,9
RI-047;23.11.2021;1,46;75,23;32607227,77;5792536,74;76,69;75,9
RI-047;24.11.2021;1,46;75,23;32607227,77;5792536,74;76,69;75,9
RI-047;25.11.2021;1,46;75,23;32607227,77;5792536,74;76,69;75,9
RI-047;26.11.2021;1,46;75,23;32607227,77;5792536,74;76,69;75,9
RI-047;27.11.2021;1,47;75,22;32607227,77;5792536,74;76,69;75,9
RI-047;28.11.2021;1,48;75,21;32607227,77;5792536,74;76,69;75,9
RI-047;29.11.2021;1,50;75,19;32607227,77;5792536,74;76,69;75,9
RI-047;30.11.2021;1,49;75,20;32607227,77;5792536,74;76,69;75,9
RI-047;01.12.2021;1,48;75,21;32607227,77;5792536,74;76,69;75,9
RI-047;02.12.2021;1,47;75,22;32607227,77;5792536,74;76,69;75,9
RI-047;03.12.2021;1,45;75,24;32607227,77;5792536,74;76,69;75,9
RI-047;04.12.2021;1,43;75,26;32607227,77;5792536,74;76,69;75,9
RI-047;05.12.2021;1,42;75,27;32607227,77;5792536,74;76,69;75,9
RI-047;06.12.2021;1,39;75,30;32607227,77;5792536,74;76,69;75,9
RI-047;07.12.2021;1,36;75,33;32607227,77;5792536,74;76,69;75,9
RI-047;08.12.2021;1,36;75,33;32607227,77;5792536,74;76,69;75,9
RI-047;09.12.2021;1,37;75,32;32607227,77;5792536,74;76,69;75,9
RI-047;10.12.2021;1,37;75,32;32607227,77;5792536,74;76,69;75,9
RI-047;11.12.2021;1,39;75,30;32607227,77;5792536,74;76,69;75,9
RI-047;12.12.2021;1,40;75,29;32607227,77;5792536,74;76,69;75,9
RI-047;13.12.2021;1,41;75,28;32607227,77;5792536,74;76,69;75,9
RI-047;14.12.2021;1,41;75,28;32607227,77;5792536,74;76,69;75,9
RI-047;15.12.2021;1,41;75,28;32607227,77;5792536,74;76,69;75,9
RI-047;16.12.2021;1,41;75,28;32607227,77;5792536,74;76,69;75,9
RI-047;17.12.2021;1,42;75,27;32607227,77;5792536,74;76,69;75,9
RI-047;18.12.2021;1,42;75,27;32607227,77;5792536,74;76,69;75,9
RI-047;19.12.2021;1,41;75,28;32607227,77;5792536,74;76,69;75,9
RI-047;20.12.2021;1,42;75,27;32607227,77;5792536,74;76,69;75,9
RI-047;21.12.2021;1,43;75,26;32607227,77;5792536,74;76,69;75,9
RI-047;22.12.2021;1,44;75,25;32607227,77;5792536,74;76,69;75,9
RI-047;23.12.2021;1,43;75,26;32607227,77;5792536,74;76,69;75,9
RI-047;24.12.2021;1,33;75,36;32607227,77;5792536,74;76,69;75,9
RI-047;25.12.2021;1,12;75,57;32607227,77;5792536,74;76,69;75,9
RI-047;26.12.2021;1,13;75,56;32607227,77;5792536,74;76,69;75,9
RI-047;27.12.2021;1,17;75,52;32607227,77;5792536,74;76,69;75,9
RI-047;28.12.2021;1,22;75,47;32607227,77;5792536,74;76,69;75,9
RI-047;29.12.2021;1,26;75,43;32607227,77;5792536,74;76,69;75,9
RI-047;30.12.2021;1,26;75,43;32607227,77;5792536,74;76,69;75,9
RI-047;31.12.2021;1,19;75,50;32607227,77;5792536,74;76,69;75,9
RI-047;01.01.2022;1,15;75,54;32607227,77;5792536,74;76,69;75,9
RI-047;02.01.2022;1,14;75,55;32607227,77;5792536,74;76,69;75,9
RI-047;03.01.2022;1,17;75,52;32607227,77;5792536,74;76,69;75,9
RI-047;04.01.2022;1,20;75,49;32607227,77;5792536,74;76,69;75,9
RI-047;05.01.2022;1,24;75,45;32607227,77;5792536,74;76,69;75,9
RI-047;06.01.2022;1,21;75,48;32607227,77;5792536,74;76,69;75,9
RI-047;26.01.2022;1,26;75,43;32607227,77;5792536,74;76,69;75,9
RI-047;27.01.2022;1,27;75,42;32607227,77;5792536,74;76,69;75,9
RI-047;28.01.2022;1,31;75,38;32607227,77;5792536,74;76,69;75,9
RI-047;29.01.2022;1,29;75,40;32607227,77;5792536,74;76,69;75,9
RI-047;30.01.2022;1,29;75,40;32607227,77;5792536,74;76,69;75,9
RI-047;31.01.2022;1,26;75,43;32607227,77;5792536,74;76,69;75,9
RI-047;01.02.2022;1,17;75,52;32607227,77;5792536,74;76,69;75,9
RI-047;02.02.2022;1,11;75,58;32607227,77;5792536,74;76,69;75,9
RI-047;03.02.2022;1,10;75,59;32607227,77;5792536,74;76,69;75,9
RI-047;04.02.2022;1,10;75,59;32607227,77;5792536,74;76,69;75,9
RI-047;05.02.2022;1,13;75,56;32607227,77;5792536,74;76,69;75,9
RI-047;06.02.2022;1,11;75,58;32607227,77;5792536,74;76,69;75,9
RI-047;07.02.2022;1,06;75,63;32607227,77;5792536,74;76,69;75,9
RI-047;08.02.2022;1,05;75,64;32607227,77;5792536,74;76,69;75,9
RI-047;09.02.2022;1,08;75,61;32607227,77;5792536,74;76,69;75,9
RI-047;10.02.2022;1,11;75,58;32607227,77;5792536,74;76,69;75,9
RI-047;11.02.2022;1,15;75,54;32607227,77;5792536,74;76,69;75,9
RI-047;12.02.2022;1,18;75,51;32607227,77;5792536,74;76,69;75,9
RI-047;13.02.2022;1,19;75,50;32607227,77;5792536,74;76,69;75,9
RI-047;14.02.2022;1,22;75,47;32607227,77;5792536,74;76,69;75,9
RI-047;15.02.2022;1,27;75,42;32607227,77;5792536,74;76,69;75,9
RI-047;16.02.2022;1,27;75,42;32607227,77;5792536,74;76,69;75,9
RI-047;17.02.2022;1,12;75,57;32607227,77;5792536,74;76,69;75,9
RI-047;18.02.2022;1,10;75,59;32607227,77;5792536,74;76,69;75,9
RI-047;19.02.2022;1,14;75,55;32607227,77;5792536,74;76,69;75,9
RI-047;20.02.2022;1,12;75,57;32607227,77;5792536,74;76,69;75,9
RI-047;21.02.2022;0,94;75,75;32607227,77;5792536,74;76,69;75,9
RI-047;22.02.2022;0,97;75,72;32607227,77;5792536,74;76,69;75,9
RI-047;23.02.2022;1,02;75,67;32607227,77;5792536,74;76,69;75,9
RI-047;24.02.2022;1,05;75,64;32607227,77;5792536,74;76,69;75,9
RI-047;25.02.2022;1,10;75,59;32607227,77;5792536,74;76,69;75,9
RI-047;26.02.2022;1,14;75,55;32607227,77;5792536,74;76,69;75,9
RI-047;27.02.2022;1,16;75,53;32607227,77;5792536,74;76,69;75,9
RI-047;28.02.2022;1,19;75,50;32607227,77;5792536,74;76,69;75,9
RI-047;01.03.2022;1,22;75,47;32607227,77;5792536,74;76,69;75,9
RI-047;02.03.2022;1,24;75,45;32607227,77;5792536,74;76,69;75,9
RI-047;03.03.2022;1,27;75,42;32607227,77;5792536,74;76,69;75,9
RI-047;04.03.2022;1,30;75,39;32607227,77;5792536,74;76,69;75,9
RI-047;05.03.2022;1,32;75,37;32607227,77;5792536,74;76,69;75,9
RI-047;06.03.2022;1,34;75,35;32607227,77;5792536,74;76,69;75,9
RI-047;07.03.2022;1,35;75,34;32607227,77;5792536,74;76,69;75,9
RI-047;08.03.2022;1,36;75,33;32607227,77;5792536,74;76,69;75,9
RI-047;09.03.2022;1,38;75,31;32607227,77;5792536,74;76,69;75,9
RI-047;10.03.2022;1,40;75,29;32607227,77;5792536,74;76,69;75,9
RI-047;11.03.2022;1,41;75,28;32607227,77;5792536,74;76,69;75,9
RI-047;12.03.2022;1,42;75,27;32607227,77;5792536,74;76,69;75,9
RI-047;13.03.2022;1,43;75,26;32607227,77;5792536,74;76,69;75,9
RI-047;14.03.2022;1,45;75,24;32607227,77;5792536,74;76,69;75,9
RI-047;15.03.2022;1,46;75,23;32607227,77;5792536,74;76,69;75,9
RI-047;16.03.2022;1,47;75,22;32607227,77;5792536,74;76,69;75,9
RI-047;17.03.2022;1,48;75,21;32607227,77;5792536,74;76,69;75,9
RI-047;18.03.2022;1,50;75,19;32607227,77;5792536,74;76,69;75,9
RI-047;19.03.2022;1,50;75,19;32607227,77;5792536,74;76,69;75,9
RI-047;20.03.2022;1,49;75,20;32607227,77;5792536,74;76,69;75,9
RI-047;21.03.2022;1,51;75,18;32607227,77;5792536,74;76,69;75,9
RI-047;22.03.2022;1,51;75,18;32607227,77;5792536,74;76,69;75,9
RI-047;23.03.2022;1,52;75,17;32607227,77;5792536,74;76,69;75,9
RI-047;24.03.2022;1,52;75,17;32607227,77;5792536,74;76,69;75,9
RI-047;25.03.2022;1,53;75,16;32607227,77;5792536,74;76,69;75,9
RI-047;26.03.2022;1,54;75,15;32607227,77;5792536,74;76,69;75,9
RI-047;27.03.2022;1,54;75,15;32607227,77;5792536,74;76,69;75,9
RI-047;28.03.2022;1,54;75,15;32607227,77;5792536,74;76,69;75,9
RI-047;29.03.2022;1,54;75,15;32607227,77;5792536,74;76,69;75,9
RI-047;30.03.2022;1,55;75,14;32607227,77;5792536,74;76,69;75,9
RI-047;31.03.2022;1,56;75,13;32607227,77;5792536,74;76,69;75,9
RI-047;01.04.2022;1,57;75,12;32607227,77;5792536,74;76,69;75,9
RI-047;02.04.2022;1,58;75,11;32607227,77;5792536,74;76,69;75,9
RI-047;03.04.2022;1,58;75,11;32607227,77;5792536,74;76,69;75,9
RI-047;04.04.2022;1,57;75,12;32607227,77;5792536,74;76,69;75,9
RI-047;05.04.2022;1,57;75,12;32607227,77;5792536,74;76,69;75,9
RI-047;06.04.2022;1,57;75,12;32607227,77;5792536,74;76,69;75,9
RI-047;07.04.2022;1,55;75,14;32607227,77;5792536,74;76,69;75,9
RI-047;08.04.2022;1,55;75,14;32607227,77;5792536,74;76,69;75,9
RI-047;09.04.2022;1,55;75,14;32607227,77;5792536,74;76,69;75,9
RI-047;10.04.2022;1,56;75,13;32607227,77;5792536,74;76,69;75,9
RI-047;11.04.2022;1,55;75,14;32607227,77;5792536,74;76,69;75,9
RI-047;12.04.2022;1,55;75,14;32607227,77;5792536,74;76,69;75,9
RI-047;13.04.2022;1,56;75,13;32607227,77;5792536,74;76,69;75,9
RI-047;14.04.2022;1,57;75,12;32607227,77;5792536,74;76,69;75,9
RI-047;15.04.2022;1,58;75,11;32607227,77;5792536,74;76,69;75,9
RI-047;16.04.2022;1,59;75,10;32607227,77;5792536,74;76,69;75,9
RI-047;17.04.2022;1,58;75,11;32607227,77;5792536,74;76,69;75,9
RI-047;18.04.2022;1,58;75,11;32607227,77;5792536,74;76,69;75,9
RI-047;19.04.2022;1,59;75,10;32607227,77;5792536,74;76,69;75,9
RI-047;20.04.2022;1,60;75,09;32607227,77;5792536,74;76,69;75,9
RI-047;21.04.2022;1,61;75,08;32607227,77;5792536,74;76,69;75,9
RI-047;22.04.2022;1,61;75,08;32607227,77;5792536,74;76,69;75,9
RI-047;23.04.2022;1,62;75,07;32607227,77;5792536,74;76,69;75,9
RI-047;24.04.2022;1,63;75,06;32607227,77;5792536,74;76,69;75,9
RI-047;25.04.2022;1,64;75,05;32607227,77;5792536,74;76,69;75,9
RI-047;26.04.2022;1,65;75,04;32607227,77;5792536,74;76,69;75,9
RI-047;27.04.2022;1,66;75,03;32607227,77;5792536,74;76,69;75,9
RI-047;28.04.2022;1,67;75,02;32607227,77;5792536,74;76,69;75,9
RI-047;29.04.2022;1,68;75,01;32607227,77;5792536,74;76,69;75,9
RI-047;30.04.2022;1,68;75,01;32607227,77;5792536,74;76,69;75,9
RI-047;01.05.2022;1,69;75,00;32607227,77;5792536,74;76,69;75,9
RI-047;02.05.2022;1,70;74,99;32607227,77;5792536,74;76,69;75,9
RI-047;03.05.2022;1,71;74,98;32607227,77;5792536,74;76,69;75,9
RI-047;04.05.2022;1,72;74,97;32607227,77;5792536,74;76,69;75,9
RI-047;05.05.2022;1,73;74,96;32607227,77;5792536,74;76,69;75,9
RI-047;06.05.2022;1,74;74,95;32607227,77;5792536,74;76,69;75,9
RI-047;07.05.2022;1,75;74,94;32607227,77;5792536,74;76,69;75,9
RI-047;08.05.2022;1,76;74,93;32607227,77;5792536,74;76,69;75,9
RI-047;09.05.2022;1,77;74,92;32607227,77;5792536,74;76,69;75,9
RI-047;10.05.2022;1,78;74,91;32607227,77;5792536,74;76,69;75,9
RI-047;11.05.2022;1,79;74,90;32607227,77;5792536,74;76,69;75,9
RI-047;12.05.2022;1,81;74,88;32607227,77;5792536,74;76,69;75,9
RI-047;13.05.2022;1,82;74,87;32607227,77;5792536,74;76,69;75,9
RI-047;14.05.2022;1,83;74,86;32607227,77;5792536,74;76,69;75,9
RI-047;15.05.2022;1,85;74,84;32607227,77;5792536,74;76,69;75,9
RI-047;16.05.2022;1,86;74,83;32607227,77;5792536,74;76,69;75,9
RI-047;17.05.2022;1,87;74,82;32607227,77;5792536,74;76,69;75,9
RI-047;18.05.2022;1,88;74,81;32607227,77;5792536,74;76,69;75,9
RI-047;19.05.2022;1,90;74,79;32607227,77;5792536,74;76,69;75,9
RI-047;20.05.2022;1,91;74,78;32607227,77;5792536,74;76,69;75,9
RI-047;21.05.2022;1,92;74,77;32607227,77;5792536,74;76,69;75,9
RI-047;22.05.2022;1,93;74,76;32607227,77;5792536,74;76,69;75,9
RI-047;23.05.2022;1,94;74,75;32607227,77;5792536,74;76,69;75,9
RI-047;24.05.2022;1,95;74,74;32607227,77;5792536,74;76,69;75,9
RI-047;25.05.2022;1,97;74,72;32607227,77;5792536,74;76,69;75,9
RI-047;26.05.2022;1,98;74,71;32607227,77;5792536,74;76,69;75,9
RI-047;27.05.2022;1,99;74,70;32607227,77;5792536,74;76,69;75,9
RI-047;28.05.2022;1,99;74,70;32607227,77;5792536,74;76,69;75,9
RI-047;29.05.2022;2,00;74,69;32607227,77;5792536,74;76,69;75,9
RI-047;30.05.2022;2,01;74,68;32607227,77;5792536,74;76,69;75,9
RI-047;31.05.2022;2,02;74,67;32607227,77;5792536,74;76,69;75,9
RI-047;01.06.2022;2,03;74,66;32607227,77;5792536,74;76,69;75,9
RI-047;02.06.2022;2,04;74,65;32607227,77;5792536,74;76,69;75,9
RI-047;03.06.2022;2,05;74,64;32607227,77;5792536,74;76,69;75,9
RI-047;04.06.2022;2,06;74,63;32607227,77;5792536,74;76,69;75,9
RI-047;05.06.2022;2,07;74,62;32607227,77;5792536,74;76,69;75,9
RI-047;06.06.2022;2,08;74,61;32607227,77;5792536,74;76,69;75,9
RI-047;07.06.2022;2,09;74,60;32607227,77;5792536,74;76,69;75,9
RI-047;08.06.2022;2,10;74,59;32607227,77;5792536,74;76,69;75,9
RI-047;09.06.2022;2,11;74,58;32607227,77;5792536,74;76,69;75,9
RI-047;10.06.2022;2,12;74,57;32607227,77;5792536,74;76,69;75,9
RI-047;11.06.2022;2,13;74,56;32607227,77;5792536,74;76,69;75,9
RI-047;12.06.2022;2,14;74,55;32607227,77;5792536,74;76,69;75,9
RI-047;13.06.2022;2,15;74,54;32607227,77;5792536,74;76,69;75,9
RI-047;14.06.2022;2,16;74,53;32607227,77;5792536,74;76,69;75,9
RI-047;15.06.2022;2,17;74,52;32607227,77;5792536,74;76,69;75,9
RI-047;16.06.2022;2,19;74,50;32607227,77;5792536,74;76,69;75,9
RI-047;17.06.2022;2,20;74,49;32607227,77;5792536,74;76,69;75,9
RI-047;18.06.2022;2,21;74,48;32607227,77;5792536,74;76,69;75,9
RI-047;19.06.2022;2,22;74,47;32607227,77;5792536,74;76,69;75,9
RI-047;20.06.2022;2,23;74,46;32607227,77;5792536,74;76,69;75,9
RI-047;21.06.2022;2,24;74,45;32607227,77;5792536,74;76,69;75,9
RI-047;22.06.2022;2,25;74,44;32607227,77;5792536,74;76,69;75,9
RI-047;23.06.2022;2,26;74,43;32607227,77;5792536,74;76,69;75,9
RI-047;24.06.2022;2,27;74,42;32607227,77;5792536,74;76,69;75,9
RI-047;25.06.2022;2,28;74,41;32607227,77;5792536,74;76,69;75,9
RI-047;26.06.2022;2,29;74,40;32607227,77;5792536,74;76,69;75,9
RI-047;27.06.2022;2,30;74,39;32607227,77;5792536,74;76,69;75,9
RI-047;28.06.2022;2,30;74,39;32607227,77;5792536,74;76,69;75,9
RI-047;29.06.2022;2,31;74,38;32607227,77;5792536,74;76,69;75,9
RI-047;30.06.2022;2,31;74,38;32607227,77;5792536,74;76,69;75,9
RI-047;01.07.2022;2,32;74,37;32607227,77;5792536,74;76,69;75,9
RI-047;02.07.2022;2,33;74,36;32607227,77;5792536,74;76,69;75,9
RI-047;03.07.2022;2,34;74,35;32607227,77;5792536,74;76,69;75,9
RI-047;04.07.2022;2,35;74,34;32607227,77;5792536,74;76,69;75,9
RI-047;05.07.2022;2,36;74,33;32607227,77;5792536,74;76,69;75,9
RI-047;06.07.2022;2,37;74,32;32607227,77;5792536,74;76,69;75,9
RI-047;07.07.2022;2,37;74,32;32607227,77;5792536,74;76,69;75,9
RI-047;08.07.2022;2,38;74,31;32607227,77;5792536,74;76,69;75,9
RI-047;09.07.2022;2,38;74,31;32607227,77;5792536,74;76,69;75,9
RI-047;10.07.2022;2,39;74,30;32607227,77;5792536,74;76,69;75,9
RI-047;11.07.2022;2,40;74,29;32607227,77;5792536,74;76,69;75,9
RI-047;12.07.2022;2,41;74,28;32607227,77;5792536,74;76,69;75,9
RI-047;13.07.2022;2,41;74,28;32607227,77;5792536,74;76,69;75,9
RI-047;14.07.2022;2,42;74,27;32607227,77;5792536,74;76,69;75,9
RI-047;15.07.2022;2,43;74,26;32607227,77;5792536,74;76,69;75,9
RI-047;16.07.2022;2,44;74,25;32607227,77;5792536,74;76,69;75,9
RI-047;17.07.2022;2,45;74,24;32607227,77;5792536,74;76,69;75,9
RI-047;18.07.2022;2,46;74,23;32607227,77;5792536,74;76,69;75,9
RI-047;19.07.2022;2,46;74,23;32607227,77;5792536,74;76,69;75,9
RI-047;20.07.2022;2,47;74,22;32607227,77;5792536,74;76,69;75,9
RI-047;21.07.2022;2,49;74,20;32607227,77;5792536,74;76,69;75,9
RI-047;22.07.2022;2,50;74,19;32607227,77;5792536,74;76,69;75,9
RI-047;23.07.2022;2,50;74,19;32607227,77;5792536,74;76,69;75,9
RI-047;24.07.2022;2,51;74,18;32607227,77;5792536,74;76,69;75,9
RI-047;25.07.2022;2,51;74,18;32607227,77;5792536,74;76,69;75,9
RI-047;26.07.2022;2,52;74,17;32607227,77;5792536,74;76,69;75,9
RI-047;27.07.2022;2,54;74,15;32607227,77;5792536,74;76,69;75,9
RI-047;28.07.2022;2,54;74,15;32607227,77;5792536,74;76,69;75,9
RI-047;29.07.2022;2,55;74,14;32607227,77;5792536,74;76,69;75,9
RI-047;30.07.2022;2,55;74,14;32607227,77;5792536,74;76,69;75,9
RI-047;31.07.2022;2,56;74,13;32607227,77;5792536,74;76,69;75,9
RI-047;01.08.2022;2,56;74,13;32607227,77;5792536,74;76,69;75,9
RI-047;02.08.2022;2,56;74,13;32607227,77;5792536,74;76,69;75,9
RI-047;03.08.2022;2,57;74,12;32607227,77;5792536,74;76,69;75,9
RI-047;04.08.2022;2,57;74,12;32607227,77;5792536,74;76,69;75,9
RI-047;05.08.2022;2,58;74,11;32607227,77;5792536,74;76,69;75,9
RI-047;06.08.2022;2,59;74,10;32607227,77;5792536,74;76,69;75,9
RI-047;07.08.2022;2,59;74,10;32607227,77;5792536,74;76,69;75,9
RI-047;08.08.2022;2,59;74,10;32607227,77;5792536,74;76,69;75,9
RI-047;09.08.2022;2,60;74,09;32607227,77;5792536,74;76,69;75,9
RI-047;10.08.2022;2,60;74,09;32607227,77;5792536,74;76,69;75,9
RI-047;11.08.2022;2,61;74,08;32607227,77;5792536,74;76,69;75,9
RI-047;12.08.2022;2,62;74,07;32607227,77;5792536,74;76,69;75,9
RI-047;13.08.2022;2,62;74,07;32607227,77;5792536,74;76,69;75,9
RI-047;14.08.2022;2,62;74,07;32607227,77;5792536,74;76,69;75,9
RI-047;15.08.2022;2,62;74,07;32607227,77;5792536,74;76,69;75,9
RI-047;16.08.2022;2,61;74,08;32607227,77;5792536,74;76,69;75,9
RI-047;17.08.2022;2,60;74,09;32607227,77;5792536,74;76,69;75,9
RI-047;18.08.2022;2,59;74,10;32607227,77;5792536,74;76,69;75,9
RI-047;19.08.2022;2,58;74,11;32607227,77;5792536,74;76,69;75,9
RI-047;20.08.2022;2,58;74,11;32607227,77;5792536,74;76,69;75,9
RI-047;21.08.2022;2,58;74,11;32607227,77;5792536,74;76,69;75,9
RI-047;22.08.2022;2,58;74,11;32607227,77;5792536,74;76,69;75,9
RI-047;23.08.2022;2,59;74,10;32607227,77;5792536,74;76,69;75,9
RI-047;24.08.2022;2,60;74,09;32607227,77;5792536,74;76,69;75,9
RI-047;25.08.2022;2,60;74,09;32607227,77;5792536,74;76,69;75,9
RI-047;26.08.2022;2,61;74,08;32607227,77;5792536,74;76,69;75,9
RI-047;27.08.2022;2,61;74,08;32607227,77;5792536,74;76,69;75,9
RI-047;28.08.2022;2,62;74,07;32607227,77;5792536,74;76,69;75,9
RI-047;29.08.2022;2,63;74,06;32607227,77;5792536,74;76,69;75,9
RI-047;30.08.2022;2,63;74,06;32607227,77;5792536,74;76,69;75,9
RI-047;31.08.2022;2,64;74,05;32607227,77;5792536,74;76,69;75,9
RI-047;01.09.2022;2,65;74,04;32607227,77;5792536,74;76,69;75,9
RI-047;02.09.2022;2,65;74,04;32607227,77;5792536,74;76,69;75,9
RI-047;03.09.2022;2,66;74,03;32607227,77;5792536,74;76,69;75,9
RI-047;04.09.2022;2,66;74,03;32607227,77;5792536,74;76,69;75,9
RI-047;05.09.2022;2,67;74,02;32607227,77;5792536,74;76,69;75,9
RI-047;06.09.2022;2,67;74,02;32607227,77;5792536,74;76,69;75,9
RI-047;07.09.2022;2,68;74,01;32607227,77;5792536,74;76,69;75,9
RI-047;08.09.2022;2,68;74,01;32607227,77;5792536,74;76,69;75,9
RI-047;09.09.2022;2,66;74,03;32607227,77;5792536,74;76,69;75,9
RI-047;10.09.2022;2,65;74,04;32607227,77;5792536,74;76,69;75,9
RI-047;11.09.2022;2,65;74,04;32607227,77;5792536,74;76,69;75,9
RI-047;12.09.2022;2,64;74,05;32607227,77;5792536,74;76,69;75,9
RI-047;13.09.2022;2,62;74,07;32607227,77;5792536,74;76,69;75,9
RI-047;14.09.2022;2,62;74,07;32607227,77;5792536,74;76,69;75,9
RI-047;15.09.2022;2,61;74,08;32607227,77;5792536,74;76,69;75,9
RI-047;16.09.2022;2,61;74,08;32607227,77;5792536,74;76,69;75,9
RI-047;17.09.2022;2,62;74,07;32607227,77;5792536,74;76,69;75,9
RI-047;18.09.2022;2,62;74,07;32607227,77;5792536,74;76,69;75,9
RI-047;19.09.2022;2,62;74,07;32607227,77;5792536,74;76,69;75,9
RI-047;20.09.2022;2,61;74,08;32607227,77;5792536,74;76,69;75,9
RI-047;21.09.2022;2,61;74,08;32607227,77;5792536,74;76,69;75,9
RI-047;22.09.2022;2,60;74,09;32607227,77;5792536,74;76,69;75,9
RI-047;23.09.2022;2,58;74,11;32607227,77;5792536,74;76,69;75,9
RI-047;24.09.2022;2,57;74,12;32607227,77;5792536,74;76,69;75,9
RI-047;25.09.2022;2,57;74,12;32607227,77;5792536,74;76,69;75,9
RI-047;26.09.2022;2,55;74,14;32607227,77;5792536,74;76,69;75,9
RI-047;27.09.2022;2,54;74,15;32607227,77;5792536,74;76,69;75,9
RI-047;28.09.2022;2,54;74,15;32607227,77;5792536,74;76,69;75,9
RI-047;29.09.2022;2,53;74,16;32607227,77;5792536,74;76,69;75,9
RI-047;30.09.2022;2,53;74,16;32607227,77;5792536,74;76,69;75,9
RI-047;01.10.2022;2,52;74,17;32607227,77;5792536,74;76,69;75,9
RI-047;02.10.2022;2,52;74,17;32607227,77;5792536,74;76,69;75,9
RI-047;03.10.2022;2,51;74,18;32607227,77;5792536,74;76,69;75,9
RI-047;04.10.2022;2,50;74,19;32607227,77;5792536,74;76,69;75,9
RI-047;05.10.2022;2,49;74,20;32607227,77;5792536,74;76,69;75,9
RI-047;06.10.2022;2,48;74,21;32607227,77;5792536,74;76,69;75,9
RI-047;07.10.2022;2,48;74,21;32607227,77;5792536,74;76,69;75,9
RI-047;08.10.2022;2,47;74,22;32607227,77;5792536,74;76,69;75,9
RI-047;09.10.2022;2,47;74,22;32607227,77;5792536,74;76,69;75,9
RI-047;10.10.2022;2,46;74,23;32607227,77;5792536,74;76,69;75,9
RI-047;11.10.2022;2,46;74,23;32607227,77;5792536,74;76,69;75,9
RI-047;12.10.2022;2,45;74,24;32607227,77;5792536,74;76,69;75,9
RI-047;13.10.2022;2,45;74,24;32607227,77;5792536,74;76,69;75,9
RI-047;14.10.2022;2,45;74,24;32607227,77;5792536,74;76,69;75,9
RI-047;15.10.2022;2,44;74,25;32607227,77;5792536,74;76,69;75,9
RI-047;16.10.2022;2,44;74,25;32607227,77;5792536,74;76,69;75,9
RI-047;17.10.2022;2,40;74,29;32607227,77;5792536,74;76,69;75,9
RI-047;18.10.2022;2,38;74,31;32607227,77;5792536,74;76,69;75,9
RI-047;19.10.2022;2,37;74,32;32607227,77;5792536,74;76,69;75,9
RI-047;20.10.2022;2,36;74,33;32607227,77;5792536,74;76,69;75,9
RI-047;21.10.2022;2,39;74,30;32607227,77;5792536,74;76,69;75,9
RI-047;22.10.2022;2,38;74,31;32607227,77;5792536,74;76,69;75,9
RI-047;23.10.2022;2,37;74,32;32607227,77;5792536,74;76,69;75,9
RI-047;24.10.2022;2,36;74,33;32607227,77;5792536,74;76,69;75,9
RI-047;25.10.2022;2,36;74,33;32607227,77;5792536,74;76,69;75,9
RI-047;26.10.2022;2,36;74,33;32607227,77;5792536,74;76,69;75,9
RI-047;27.10.2022;2,35;74,34;32607227,77;5792536,74;76,69;75,9
RI-047;28.10.2022;2,34;74,35;32607227,77;5792536,74;76,69;75,9
RI-047;29.10.2022;2,33;74,36;32607227,77;5792536,74;76,69;75,9
RI-047;30.10.2022;2,32;74,37;32607227,77;5792536,74;76,69;75,9
RI-047;31.10.2022;2,32;74,37;32607227,77;5792536,74;76,69;75,9
RI-047;01.11.2022;2,30;74,39;32607227,77;5792536,74;76,69;75,9
RI-047;02.11.2022;2,30;74,39;32607227,77;5792536,74;76,69;75,9
RI-047;03.11.2022;2,29;74,40;32607227,77;5792536,74;76,69;75,9
RI-047;04.11.2022;2,28;74,41;32607227,77;5792536,74;76,69;75,9
RI-047;05.11.2022;2,29;74,40;32607227,77;5792536,74;76,69;75,9
RI-047;06.11.2022;2,28;74,41;32607227,77;5792536,74;76,69;75,9
