Meßstelle;Meßdatum;Abstich;GW-Stand ( m NN );UTM_X;UTM_Y;Hoehe_ROK;Gelaendehoehe
RI-047;07.11.2022;2,28;74,41;32607227,77;5792536,74;76,69;75,9
RI-047;08.11.2022;2,28;74,41;32607227,77;5792536,74;76,69;75,9
RI-047;09.11.2022;2,27;74,42;32607227,77;5792536,74;76,69;75,9
RI-047;10.11.2022;2,29;74,40;32607227,77;5792536,74;76,69;75,9
RI-047;11.11.2022;2,29;74,40;32607227,77;5792536,74;76,69;75,9
RI-047;12.11.2022;2,29;74,40;32607227,77;5792536,74;76,69;75,9
RI-047;13.11.2022;2,27;74,42;32607227,77;5792536,74;76,69;75,9
RI-047;14.11.2022;2,26;74,43;32607227,77;5792536,74;76,69;75,9
RI-047;15.11.2022;2,25;74,44;32607227,77;5792536,74;76,69;75,9
RI-047;16.11.2022;2,25;74,44;32607227,77;5792536,74;76,69;75,9
RI-047;17.11.2022;2,24;74,45;32607227,77;5792536,74;76,69;75,9
RI-047;18.11.2022;2,25;74,44;32607227,77;5792536,74;76,69;75,9
RI-047;19.11.2022;2,26;74,43;32607227,77;5792536,74;76,69;75,9
RI-047;20.11.2022;2,24;74,45;32607227,77;5792536,74;76,69;75,9
RI-047;21.11.2022;2,22;74,47;32607227,77;5792536,74;76,69;75,9
RI-047;22.11.2022;2,20;74,49;32607227,77;5792536,74;76,69;75,9
RI-047;23.11.2022;2,20;74,49;32607227,77;5792536,74;76,69;75,9
RI-047;24.11.2022;2,20;74,49;32607227,77;5792536,74;76,69;75,9
RI-047;25.11.2022;2,19;74,50;32607227,77;5792536,74;76,69;75,9
RI-047;26.11.2022;2,19;74,50;32607227,77;5792536,74;76,69;75,9
RI-047;27.11.2022;2,17;74,52;32607227,77;5792536,74;76,69;75,9
RI-047;28.11.2022;2,15;74,54;32607227,77;5792536,74;76,69;75,9
RI-047;29.11.2022;2,15;74,54;32607227,77;5792536,74;76,69;75,9
RI-047;30.11.2022;2,15;74,54;32607227,77;5792536,74;76,69;75,9
RI-047;01.12.2022;2,14;74,55;32607227,77;5792536,74;76,69;75,9
RI-047;02.12.2022;2,13;74,56;32607227,77;5792536,74;76,69;75,9
RI-047;03.12.2022;2,12;74,57;32607227,77;5792536,74;76,69;75,9
RI-047;04.12.2022;2,11;74,58;32607227,77;5792536,74;76,69;75,9
RI-047;05.12.2022;2,10;74,59;32607227,77;5792536,74;76,69;75,9
RI-047;06.12.2022;2,09;74,60;32607227,77;5792536,74;76,69;75,9
RI-047;07.12.2022;2,08;74,61;32607227,77;5792536,74;76,69;75,9
RI-047;08.12.2022;2,06;74,63;32607227,77;5792536,74;76,69;75,9
RI-047;09.12.2022;2,03;74,66;32607227,77;5792536,74;76,69;75,9
RI-047;10.12.2022;2,00;74,69;32607227,77;5792536,74;76,69;75,9
RI-047;11.12.2022;1,98;74,71;32607227,77;5792536,74;76,69;75,9
RI-047;12.12.2022;1,97;74,72;32607227,77;5792536,74;76,69;75,9
RI-047;13.12.2022;1,96;74,73;32607227,77;5792536,74;76,69;75,9
RI-047;14.12.2022;1,94;74,75;32607227,77;5792536,74;76,69;75,9
RI-047;15.12.2022;1,95;74,74;32607227,77;5792536,74;76,69;75,9
RI-047;16.12.2022;1,95;74,74;32607227,77;5792536,74;76,69;75,9
RI-047;17.12.2022;1,96;74,73;32607227,77;5792536,74;76,69;75,9
RI-047;18.12.2022;1,96;74,73;32607227,77;5792536,74;76,69;75,9
RI-047;19.12.2022;1,94;74,75;32607227,77;5792536,74;76,69;75,9
RI-047;20.12.2022;1,93;74,76;32607227,77;5792536,74;76,69;75,9
RI-047;21.12.2022;1,90;74,79;32607227,77;5792536,74;76,69;75,9
RI-047;22.12.2022;1,87;74,82;32607227,77;5792536,74;76,69;75,9
RI-047;23.12.2022;1,84;74,85;32607227,77;5792536,74;76,69;75,9
RI-047;24.12.2022;1,71;74,98;32607227,77;5792536,74;76,69;75,9
RI-047;25.12.2022;1,58;75,11;32607227,77;5792536,74;76,69;75,9
RI-047;26.12.2022;1,49;75,20;32607227,77;5792536,74;76,69;75,9
RI-047;27.12.2022;1,47;75,22;32607227,77;5792536,74;76,69;75,9
RI-047;28.12.2022;1,46;75,23;32607227,77;5792536,74;76,69;75,9
RI-047;29.12.2022;1,47;75,22;32607227,77;5792536,74;76,69;75,9
RI-047;30.12.2022;1,50;75,19;32607227,77;5792536,74;76,69;75,9
RI-047;31.12.2022;1,51;75,18;32607227,77;5792536,74;76,69;75,9
RI-049;06.02.2019;2,13;74,07;32607101,96;5792431,58;76,2;75,6
RI-049;21.06.2019;2,25;73,95;32607101,96;5792431,58;76,2;75,6
RI-049;27.07.2020;2,39;73,81;32607101,96;5792431,58;76,2;75,6
RI-049;30.04.2021;1,97;74,23;32607101,96;5792431,58;76,2;75,6
RI-049;02.05.2022;1,95;74,25;32607101,96;5792431,58;76,2;75,6
RI-051;26.11.2018;3,25;79,33;32607650,46;5794002,955;82,58;82,06
RI-051;05.05.2019;2,45;80,13;32607650,46;5794002,955;82,58;82,06
RI-051;23.03.2021;2,10;80,48;32607650,46;5794002,955;82,58;82,06
RI-052;26.11.2018;3,32;79,25;32607652,45;5794003,038;82,57;82,06
RI-052;05.05.2019;2,42;80,15;32607652,45;5794003,038;82,57;82,06
RI-052;23.03.2021;2,00;80,57;32607652,45;5794003,038;82,57;82,06
RI-053;26.11.2018;3,12;79,34;32607662,23;5794008,446;82,46;81,95
RI-053;05.05.2019;2,30;80,16;32607662,23;5794008,446;82,46;81,95
RI-053;23.03.2021;1,91;80,55;32607662,23;5794008,446;82,46;81,95
RI-058;01.05.2018;1,72;80,55;32607895,94;5794078,758;82,27;81,7
RI-058;26.11.2018;2,33;79,94;32607895,94;5794078,758;82,27;81,7
RI-058;05.05.2019;2,03;80,24;32607895,94;5794078,758;82,27;81,7
RI-058;30.03.2020;1,77;80,50;32607895,94;5794078,758;82,27;81,7
RI-058;23.03.2021;1,84;80,43;32607895,94;5794078,758;82,27;81,7
RI-059;06.02.2019;2,12;78,58;32608055,31;5793492,172;80,7;80,2
RI-059;21.06.2019;2,13;78,57;32608055,31;5793492,172;80,7;80,2
RI-059;14.05.2020;1,90;78,80;32608055,31;5793492,172;80,7;80,2
RI-059;17.11.2021;2,32;78,38;32608055,31;5793492,172;80,7;80,2
RI-062;04.05.2018;2,13;80,48;32607705,31;5793693,076;82,61;
RI-062;26.11.2018;2,66;79,95;32607705,31;5793693,076;82,61;
RI-062;05.05.2019;2,43;80,18;32607705,31;5793693,076;82,61;
RI-062;23.03.2021;2,45;80,16;32607705,31;5793693,076;82,61;
RI-062;15.05.2022;2,25;80,36;32607705,31;5793693,076;82,61;
RI-062;22.06.2022;2,35;80,26;32607705,31;5793693,076;82,61;
RI-063;15.06.2022;1,85;80,26;32607700,24;5793718,879;82,11;
RI-064;09.04.2020;1,02;80,36;32607694,17;5793744,64;81,375;
RI-064;15.06.2022;1,10;80,27;32607694,17;5793744,64;81,375;
RI-065;13.05.2018;1,01;80,50;32607691,73;5793779,556;81,51;
RI-065;09.04.2020;1,13;80,38;32607691,73;5793779,556;81,51;
RI-065;15.06.2022;1,15;80,36;32607691,73;5793779,556;81,51;
RI-066;15.06.2022;1,95;80,40;32607798,24;5793773,164;82,35;82,5
RI-067;04.05.2018;1,79;80,58;32607779,1;5793874,1;82,37;82,5
RI-067;26.11.2018;3,11;79,26;32607779,1;5793874,1;82,37;82,5
RI-067;05.05.2019;2,09;80,28;32607779,1;5793874,1;82,37;82,5
RI-067;03.12.2019;2,36;80,01;32607779,1;5793874,1;82,37;82,5
RI-067;01.04.2020;1,90;80,47;32607779,1;5793874,1;82,37;82,5
RI-067;23.03.2021;1,97;80,40;32607779,1;5793874,1;82,37;82,5
RI-067;15.04.2022;1,90;80,47;32607779,1;5793874,1;82,37;82,5
RI-068;04.05.2018;1,91;80,42;32607778,9;5793875,1;82,33;82,5
RI-068;26.11.2018;3,05;79,28;32607778,9;5793875,1;82,33;82,5
RI-068;05.05.2019;2,22;80,11;32607778,9;5793875,1;82,33;82,5
RI-068;03.12.2019;2,42;79,91;32607778,9;5793875,1;82,33;82,5
RI-068;01.04.2020;1,95;80,38;32607778,9;5793875,1;82,33;82,5
RI-068;23.03.2021;2,03;80,30;32607778,9;5793875,1;82,33;82,5
RI-068;15.04.2022;2,00;80,33;32607778,9;5793875,1;82,33;82,5
RI-069;15.04.2020;2,29;80,08;32607488,8;5793399;82,37;82,5
RI-069;23.03.2021;2,35;80,02;32607488,8;5793399;82,37;82,5
RI-069;25.02.2022;2,28;80,09;32607488,8;5793399;82,37;82,5
RI-069;21.09.2023;2,40;79,97;32607488,8;5793399;82,37;82,5
RI-070;28.05.2021;0,87;80,13;32607686,6;5794065,9;81;81,1
RI-070;28.03.2022;0,62;80,38;32607686,6;5794065,9;81;81,1
RI-071;12.05.2022;2,79;74,35;32607542,9;5792039,8;77,14;75,9
RI-075;12.05.2022;2,45;74,47;32607520,8;5792058,5;76,92;76,4
RI-081;12.05.2022;2,69;74,36;32607531,8;5792052,5;77,05;76,4
RN-002;15.10.2020;0,83;71,40;32602989,93;5786159,318;72,23;72,3
RN-003;13.04.2018;1,49;72,17;32602769,75;5786040,154;73,66;73,73
RN-003;03.12.2018;2,09;71,57;32602769,75;5786040,154;73,66;73,73
RN-003;20.01.2020;1,94;71,72;32602769,75;5786040,154;73,66;73,73
RN-003;17.06.2021;1,98;71,68;32602769,75;5786040,154;73,66;73,73
RN-003;02.06.2022;1,89;71,77;32602769,75;5786040,154;73,66;73,73
RN-004;30.01.2018;0,63;71,97;32602918,62;5786238,404;72,6;72,67
RN-007;22.02.2018;1,69;71,93;32602913,55;5786169,963;73,62;73
RN-008;13.04.2018;1,14;72,10;32602730,59;5786205,709;73,24;73,5
RN-008;08.05.2018;1,30;71,94;32602730,59;5786205,709;73,24;73,5
RN-008;03.12.2018;1,74;71,50;32602730,59;5786205,709;73,24;73,5
RN-008;17.09.2019;1,87;71,37;32602730,59;5786205,709;73,24;73,5
RN-008;09.10.2020;1,84;71,40;32602730,59;5786205,709;73,24;73,5
RN-008;13.09.2021;1,64;71,60;32602730,59;5786205,709;73,24;73,5
RN-008;17.10.2022;1,82;71,42;32602730,59;5786205,709;73,24;73,5
RN-011;19.09.2019;1,88;70,94;32602931;5786837;72,82;72,9
RN-013;19.09.2019;2,67;70,94;32602914,8;5786846,9;73,61;73
RN-014;19.09.2019;2,38;70,90;32602914,8;5786846,8;73,28;73
RN-016;19.09.2019;1,99;70,90;32602882,5;5786880,1;;72,89
RN-017;27.09.2019;1,88;70,92;32602972,5;5786841,6;72,8;72,9
SA-001;13.09.2018;4,11;92,54;32610633,97;5793567,293;96,65;96,7
SA-001;18.06.2019;4,39;92,26;32610633,97;5793567,293;96,65;96,7
SA-001;26.05.2020;4,14;92,51;32610633,97;5793567,293;96,65;96,7
SA-001;17.06.2020;4,20;92,45;32610633,97;5793567,293;96,65;96,7
SA-001;18.01.2022;4,67;91,98;32610633,97;5793567,293;96,65;96,7
SA-001;09.05.2023;4,19;92,46;32610633,97;5793567,293;96,65;96,7
SA-003;18.06.2019;4,49;92,14;32610953,19;5793686,572;96,63;96,8
SA-003;29.05.2020;4,19;92,44;32610953,19;5793686,572;96,63;96,8
SA-003;22.06.2020;4,35;92,28;32610953,19;5793686,572;96,63;96,8
SA-003;18.01.2022;4,62;92,01;32610953,19;5793686,572;96,63;96,8
SA-004;18.06.2019;1,36;84,08;32610264,6;5793939,2;85,45;85,4
SA-004;18.06.2020;1,25;84,19;32610264,6;5793939,2;85,45;85,4
SA-004;01.07.2020;1,40;84,04;32610264,6;5793939,2;85,45;85,4
SA-004;13.01.2022;1,08;84,36;32610264,6;5793939,2;85,45;85,4
SA-004;08.05.2023;0,98;84,46;32610264,6;5793939,2;85,45;85,4
SA-006;17.04.2019;3,39;78,31;32609648,86;5792930,183;81,7;81,77
SA-006;21.06.2019;3,78;77,92;32609648,86;5792930,183;81,7;81,77
SA-006;14.09.2021;3,97;77,73;32609648,86;5792930,183;81,7;81,77
SA-008;04.07.2019;5,73;80,77;32609494,77;5793510,09;85,97;86,5
SA-010;21.06.2019;1,27;76,58;32609353,54;5792692,837;77,85;77,2
SA-012;21.06.2019;1,63;75,59;32608998,66;5792589,092;77,22;76,4
SA-012;19.11.2021;1,37;75,85;32608998,66;5792589,092;77,22;76,4
SA-013;28.02.2019;1,23;76,05;32609001,05;5793159,472;77,28;76,6
SA-013;21.06.2019;1,32;75,96;32609001,05;5793159,472;77,28;76,6
SA-013;17.06.2021;1,63;75,65;32609001,05;5793159,472;77,28;76,6
SA-013;29.07.2022;2,38;74,90;32609001,05;5793159,472;77,28;76,6
SA-013;01.03.2023;1,19;76,09;32609001,05;5793159,472;77,28;76,6
SA-015;02.01.2018;1,61;89,02;32609983,49;5793206,377;90,63;90,8
SA-015;03.01.2018;1,51;89,12;32609983,49;5793206,377;90,63;90,8
SA-015;04.01.2018;1,50;89,13;32609983,49;5793206,377;90,63;90,8
SA-015;06.01.2018;1,54;89,09;32609983,49;5793206,377;90,63;90,8
SA-015;07.01.2018;1,59;89,04;32609983,49;5793206,377;90,63;90,8
SA-015;09.01.2018;1,57;89,06;32609983,49;5793206,377;90,63;90,8
SA-015;10.01.2018;1,58;89,05;32609983,49;5793206,377;90,63;90,8
SA-015;11.01.2018;1,61;89,02;32609983,49;5793206,377;90,63;90,8
SA-015;12.01.2018;1,63;89,00;32609983,49;5793206,377;90,63;90,8
SA-015;14.01.2018;1,64;88,99;32609983,49;5793206,377;90,63;90,8
SA-015;15.01.2018;1,61;89,02;32609983,49;5793206,377;90,63;90,8
SA-015;16.01.2018;1,58;89,05;32609983,49;5793206,377;90,63;90,8
SA-015;17.01.2018;1,59;89,04;32609983,49;5793206,377;90,63;90,8
SA-015;18.01.2018;1,55;89,08;32609983,49;5793206,377;90,63;90,8
SA-015;19.01.2018;1,57;89,06;32609983,49;5793206,377;90,63;90,8
SA-015;20.01.2018;1,56;89,07;32609983,49;5793206,377;90,63;90,8
SA-015;21.01.2018;1,60;89,03;32609983,49;5793206,377;90,63;90,8
SA-015;22.01.2018;1,59;89,04;32609983,49;5793206,377;90,63;90,8
SA-015;23.01.2018;1,62;89,01;32609983,49;5793206,377;90,63;90,8
SA-015;24.01.2018;1,59;89,04;32609983,49;5793206,377;90,63;90,8
SA-015;25.01.2018;1,60;89,03;32609983,49;5793206,377;90,63;90,8
SA-015;27.01.2018;1,62;89,01;32609983,49;5793206,377;90,63;90,8
SA-015;28.01.2018;1,61;89,02;32609983,49;5793206,377;90,63;90,8
SA-015;29.01.2018;1,60;89,03;32609983,49;5793206,377;90,63;90,8
SA-015;30.01.2018;1,61;89,02;32609983,49;5793206,377;90,63;90,8
SA-015;31.01.2018;1,56;89,07;32609983,49;5793206,377;90,63;90,8
SA-015;02.02.2018;1,59;89,04;32609983,49;5793206,377;90,63;90,8
SA-015;03.02.2018;1,62;89,01;32609983,49;5793206,377;90,63;90,8
SA-015;04.02.2018;1,66;88,97;32609983,49;5793206,377;90,63;90,8
SA-015;05.02.2018;1,67;88,96;32609983,49;5793206,377;90,63;90,8
SA-015;06.02.2018;1,64;88,99;32609983,49;5793206,377;90,63;90,8
SA-015;07.02.2018;1,67;88,96;32609983,49;5793206,377;90,63;90,8
SA-015;08.02.2018;1,69;88,94;32609983,49;5793206,377;90,63;90,8
SA-015;10.02.2018;1,70;88,93;32609983,49;5793206,377;90,63;90,8
SA-015;11.02.2018;1,66;88,97;32609983,49;5793206,377;90,63;90,8
SA-015;12.02.2018;1,70;88,93;32609983,49;5793206,377;90,63;90,8
SA-015;14.02.2018;1,72;88,91;32609983,49;5793206,377;90,63;90,8
SA-015;15.02.2018;1,71;88,92;32609983,49;5793206,377;90,63;90,8
SA-015;16.02.2018;1,74;88,89;32609983,49;5793206,377;90,63;90,8
SA-015;17.02.2018;1,73;88,90;32609983,49;5793206,377;90,63;90,8
SA-015;19.02.2018;1,72;88,91;32609983,49;5793206,377;90,63;90,8
SA-015;20.02.2018;1,74;88,89;32609983,49;5793206,377;90,63;90,8
SA-015;21.02.2018;1,76;88,87;32609983,49;5793206,377;90,63;90,8
SA-015;22.02.2018;1,77;88,86;32609983,49;5793206,377;90,63;90,8
SA-015;24.02.2018;1,79;88,84;32609983,49;5793206,377;90,63;90,8
SA-015;25.02.2018;1,81;88,82;32609983,49;5793206,377;90,63;90,8
SA-015;26.02.2018;1,80;88,83;32609983,49;5793206,377;90,63;90,8
SA-015;28.02.2018;1,82;88,81;32609983,49;5793206,377;90,63;90,8
SA-015;01.03.2018;1,81;88,82;32609983,49;5793206,377;90,63;90,8
SA-015;03.03.2018;1,84;88,79;32609983,49;5793206,377;90,63;90,8
SA-015;08.03.2018;1,85;88,78;32609983,49;5793206,377;90,63;90,8
SA-015;09.03.2018;1,84;88,79;32609983,49;5793206,377;90,63;90,8
SA-015;10.03.2018;1,80;88,83;32609983,49;5793206,377;90,63;90,8
SA-015;11.03.2018;1,77;88,86;32609983,49;5793206,377;90,63;90,8
SA-015;12.03.2018;1,75;88,88;32609983,49;5793206,377;90,63;90,8
SA-015;14.03.2018;1,77;88,86;32609983,49;5793206,377;90,63;90,8
SA-015;15.03.2018;1,75;88,88;32609983,49;5793206,377;90,63;90,8
SA-015;16.03.2018;1,77;88,86;32609983,49;5793206,377;90,63;90,8
SA-015;17.03.2018;1,78;88,85;32609983,49;5793206,377;90,63;90,8
SA-015;18.03.2018;1,79;88,84;32609983,49;5793206,377;90,63;90,8
SA-015;19.03.2018;1,80;88,83;32609983,49;5793206,377;90,63;90,8
SA-015;20.03.2018;1,81;88,82;32609983,49;5793206,377;90,63;90,8
SA-015;21.03.2018;1,82;88,81;32609983,49;5793206,377;90,63;90,8
SA-015;22.03.2018;1,76;88,87;32609983,49;5793206,377;90,63;90,8
SA-015;23.03.2018;1,75;88,88;32609983,49;5793206,377;90,63;90,8
SA-015;24.03.2018;1,76;88,87;32609983,49;5793206,377;90,63;90,8
SA-015;25.03.2018;1,79;88,84;32609983,49;5793206,377;90,63;90,8
SA-015;26.03.2018;1,81;88,82;32609983,49;5793206,377;90,63;90,8
SA-015;27.03.2018;1,80;88,83;32609983,49;5793206,377;90,63;90,8
SA-015;28.03.2018;1,77;88,86;32609983,49;5793206,377;90,63;90,8
SA-015;29.03.2018;1,76;88,87;32609983,49;5793206,377;90,63;90,8
SA-015;31.03.2018;1,75;88,88;32609983,49;5793206,377;90,63;90,8
SA-015;02.04.2018;1,76;88,87;32609983,49;5793206,377;90,63;90,8
SA-015;03.04.2018;1,75;88,88;32609983,49;5793206,377;90,63;90,8
SA-015;04.04.2018;1,77;88,86;32609983,49;5793206,377;90,63;90,8
SA-015;05.04.2018;1,79;88,84;32609983,49;5793206,377;90,63;90,8
SA-015;06.04.2018;1,82;88,81;32609983,49;5793206,377;90,63;90,8
SA-015;07.04.2018;1,80;88,83;32609983,49;5793206,377;90,63;90,8
SA-015;08.04.2018;1,81;88,82;32609983,49;5793206,377;90,63;90,8
SA-015;10.04.2018;1,82;88,81;32609983,49;5793206,377;90,63;90,8
SA-015;11.04.2018;1,84;88,79;32609983,49;5793206,377;90,63;90,8
SA-015;12.04.2018;1,75;88,88;32609983,49;5793206,377;90,63;90,8
SA-015;13.04.2018;1,74;88,89;32609983,49;5793206,377;90,63;90,8
SA-015;14.04.2018;1,72;88,91;32609983,49;5793206,377;90,63;90,8
SA-015;15.04.2018;1,70;88,93;32609983,49;5793206,377;90,63;90,8
SA-015;16.04.2018;1,71;88,92;32609983,49;5793206,377;90,63;90,8
SA-015;18.04.2018;1,72;88,91;32609983,49;5793206,377;90,63;90,8
SA-015;19.04.2018;1,73;88,90;32609983,49;5793206,377;90,63;90,8
SA-015;20.04.2018;1,71;88,92;32609983,49;5793206,377;90,63;90,8
SA-015;21.04.2018;1,74;88,89;32609983,49;5793206,377;90,63;90,8
SA-015;24.04.2018;1,75;88,88;32609983,49;5793206,377;90,63;90,8
SA-015;26.04.2018;1,76;88,87;32609983,49;5793206,377;90,63;90,8
SA-015;27.04.2018;1,72;88,91;32609983,49;5793206,377;90,63;90,8
SA-015;28.04.2018;1,74;88,89;32609983,49;5793206,377;90,63;90,8
SA-015;29.04.2018;1,75;88,88;32609983,49;5793206,377;90,63;90,8
SA-015;30.04.2018;1,76;88,87;32609983,49;5793206,377;90,63;90,8
SA-015;01.05.2018;1,81;88,82;32609983,49;5793206,377;90,63;90,8
SA-015;02.05.2018;1,83;88,80;32609983,49;5793206,377;90,63;90,8
SA-015;03.05.2018;1,85;88,78;32609983,49;5793206,377;90,63;90,8
SA-015;04.05.2018;1,87;88,76;32609983,49;5793206,377;90,63;90,8
SA-015;05.05.2018;1,88;88,75;32609983,49;5793206,377;90,63;90,8
SA-015;06.05.2018;1,89;88,74;32609983,49;5793206,377;90,63;90,8
SA-015;07.05.2018;1,90;88,73;32609983,49;5793206,377;90,63;90,8
SA-015;08.05.2018;1,89;88,74;32609983,49;5793206,377;90,63;90,8
SA-015;10.05.2018;1,90;88,73;32609983,49;5793206,377;90,63;90,8
SA-015;11.05.2018;1,92;88,71;32609983,49;5793206,377;90,63;90,8
SA-015;14.05.2018;1,96;88,67;32609983,49;5793206,377;90,63;90,8
SA-015;15.05.2018;1,95;88,68;32609983,49;5793206,377;90,63;90,8
SA-015;16.05.2018;1,94;88,69;32609983,49;5793206,377;90,63;90,8
SA-015;18.05.2018;1,98;88,65;32609983,49;5793206,377;90,63;90,8
SA-015;19.05.2018;1,97;88,66;32609983,49;5793206,377;90,63;90,8
SA-015;20.05.2018;2,01;88,62;32609983,49;5793206,377;90,63;90,8
SA-015;22.05.2018;2,03;88,60;32609983,49;5793206,377;90,63;90,8
SA-015;23.05.2018;2,07;88,56;32609983,49;5793206,377;90,63;90,8
SA-015;25.05.2018;2,03;88,60;32609983,49;5793206,377;90,63;90,8
SA-015;28.05.2018;2,05;88,58;32609983,49;5793206,377;90,63;90,8
SA-015;30.05.2018;2,06;88,57;32609983,49;5793206,377;90,63;90,8
SA-015;31.05.2018;2,05;88,58;32609983,49;5793206,377;90,63;90,8
SA-015;01.06.2018;2,06;88,57;32609983,49;5793206,377;90,63;90,8
SA-015;02.06.2018;2,08;88,55;32609983,49;5793206,377;90,63;90,8
SA-015;03.06.2018;2,07;88,56;32609983,49;5793206,377;90,63;90,8
SA-015;04.06.2018;2,09;88,54;32609983,49;5793206,377;90,63;90,8
SA-015;05.06.2018;2,10;88,53;32609983,49;5793206,377;90,63;90,8
SA-015;06.06.2018;2,11;88,52;32609983,49;5793206,377;90,63;90,8
SA-015;07.06.2018;2,12;88,51;32609983,49;5793206,377;90,63;90,8
SA-015;08.06.2018;2,11;88,52;32609983,49;5793206,377;90,63;90,8
SA-015;09.06.2018;2,14;88,49;32609983,49;5793206,377;90,63;90,8
SA-015;10.06.2018;2,13;88,50;32609983,49;5793206,377;90,63;90,8
SA-015;11.06.2018;2,14;88,49;32609983,49;5793206,377;90,63;90,8
SA-015;12.06.2018;2,15;88,48;32609983,49;5793206,377;90,63;90,8
SA-015;13.06.2018;2,14;88,49;32609983,49;5793206,377;90,63;90,8
SA-015;14.06.2018;2,16;88,47;32609983,49;5793206,377;90,63;90,8
SA-015;15.06.2018;2,15;88,48;32609983,49;5793206,377;90,63;90,8
SA-015;16.06.2018;2,17;88,46;32609983,49;5793206,377;90,63;90,8
SA-015;18.06.2018;2,19;88,44;32609983,49;5793206,377;90,63;90,8
SA-015;19.06.2018;2,20;88,43;32609983,49;5793206,377;90,63;90,8
SA-015;20.06.2018;2,18;88,45;32609983,49;5793206,377;90,63;90,8
SA-015;21.06.2018;2,17;88,46;32609983,49;5793206,377;90,63;90,8
SA-015;22.06.2018;2,19;88,44;32609983,49;5793206,377;90,63;90,8
SA-015;24.06.2018;2,18;88,45;32609983,49;5793206,377;90,63;90,8
SA-015;25.06.2018;2,19;88,44;32609983,49;5793206,377;90,63;90,8
SA-015;26.06.2018;2,21;88,42;32609983,49;5793206,377;90,63;90,8
SA-015;27.06.2018;2,22;88,41;32609983,49;5793206,377;90,63;90,8
SA-015;29.06.2018;2,23;88,40;32609983,49;5793206,377;90,63;90,8
SA-015;30.06.2018;2,26;88,37;32609983,49;5793206,377;90,63;90,8
SA-015;01.07.2018;2,27;88,36;32609983,49;5793206,377;90,63;90,8
SA-015;02.07.2018;2,29;88,34;32609983,49;5793206,377;90,63;90,8
SA-015;06.07.2018;2,32;88,31;32609983,49;5793206,377;90,63;90,8
SA-015;07.07.2018;2,29;88,34;32609983,49;5793206,377;90,63;90,8
SA-015;08.07.2018;2,32;88,31;32609983,49;5793206,377;90,63;90,8
SA-015;09.07.2018;2,29;88,34;32609983,49;5793206,377;90,63;90,8
SA-015;10.07.2018;2,25;88,38;32609983,49;5793206,377;90,63;90,8
SA-015;11.07.2018;2,27;88,36;32609983,49;5793206,377;90,63;90,8
SA-015;12.07.2018;2,28;88,35;32609983,49;5793206,377;90,63;90,8
SA-015;13.07.2018;2,30;88,33;32609983,49;5793206,377;90,63;90,8
SA-015;14.07.2018;2,31;88,32;32609983,49;5793206,377;90,63;90,8
SA-015;15.07.2018;2,32;88,31;32609983,49;5793206,377;90,63;90,8
SA-015;17.07.2018;2,31;88,32;32609983,49;5793206,377;90,63;90,8
SA-015;18.07.2018;2,33;88,30;32609983,49;5793206,377;90,63;90,8
SA-015;20.07.2018;2,32;88,31;32609983,49;5793206,377;90,63;90,8
SA-015;21.07.2018;2,35;88,28;32609983,49;5793206,377;90,63;90,8
SA-015;22.07.2018;2,34;88,29;32609983,49;5793206,377;90,63;90,8
SA-015;24.07.2018;2,35;88,28;32609983,49;5793206,377;90,63;90,8
SA-015;25.07.2018;2,36;88,27;32609983,49;5793206,377;90,63;90,8
SA-015;26.07.2018;2,37;88,26;32609983,49;5793206,377;90,63;90,8
SA-015;27.07.2018;2,34;88,29;32609983,49;5793206,377;90,63;90,8
SA-015;28.07.2018;2,33;88,30;32609983,49;5793206,377;90,63;90,8
SA-015;29.07.2018;2,34;88,29;32609983,49;5793206,377;90,63;90,8
SA-015;30.07.2018;2,37;88,26;32609983,49;5793206,377;90,63;90,8
SA-015;31.07.2018;2,38;88,25;32609983,49;5793206,377;90,63;90,8
SA-015;01.08.2018;2,37;88,26;32609983,49;5793206,377;90,63;90,8
SA-015;02.08.2018;2,38;88,25;32609983,49;5793206,377;90,63;90,8
SA-015;03.08.2018;2,36;88,27;32609983,49;5793206,377;90,63;90,8
SA-015;05.08.2018;2,38;88,25;32609983,49;5793206,377;90,63;90,8
SA-015;07.08.2018;2,37;88,26;32609983,49;5793206,377;90,63;90,8
SA-015;08.08.2018;2,41;88,22;32609983,49;5793206,377;90,63;90,8
SA-015;09.08.2018;2,39;88,24;32609983,49;5793206,377;90,63;90,8
SA-015;10.08.2018;2,42;88,21;32609983,49;5793206,377;90,63;90,8
SA-015;11.08.2018;2,46;88,17;32609983,49;5793206,377;90,63;90,8
SA-015;12.08.2018;2,41;88,22;32609983,49;5793206,377;90,63;90,8
SA-015;15.08.2018;2,40;88,23;32609983,49;5793206,377;90,63;90,8
SA-015;16.08.2018;2,38;88,25;32609983,49;5793206,377;90,63;90,8
SA-015;17.08.2018;2,40;88,23;32609983,49;5793206,377;90,63;90,8
SA-015;18.08.2018;2,43;88,20;32609983,49;5793206,377;90,63;90,8
SA-015;20.08.2018;2,41;88,22;32609983,49;5793206,377;90,63;90,8
SA-015;21.08.2018;2,42;88,21;32609983,49;5793206,377;90,63;90,8
SA-015;22.08.2018;2,41;88,22;32609983,49;5793206,377;90,63;90,8
SA-015;24.08.2018;2,40;88,23;32609983,49;5793206,377;90,63;90,8
